priority,status,product,category,price,product_page,photo_source_folder,product_id
"REVIEW","CHECK - medium-confidence visual match","92.5 Pure Silver Heartbeat Heart Charm Chain Necklace","Womens / chains","1900","/product/CmOfSGyhecKVxLiCtr2u","ss/charm chains/Charm_Chain_Product_11","CmOfSGyhecKVxLiCtr2u"
"REVIEW","CHECK - medium-confidence visual match","92.5 Pure Sterling Silver Rose Gold Pendant Charm Chain with Matching Earrings","Womens / chains","4200","/product/cqpYgzpkPxCR579DZTX2","ss/charm chains/Charm_Chain_Product_18","cqpYgzpkPxCR579DZTX2"
"REVIEW","CHECK - medium-confidence visual match","92.5 Sterling Silver Rose Gold Plated Multi-Charm Heart Necklace","Womens / chains","2400","/product/MJMUhzQwyf8N7oNgLTAq","ss/charm chains/Charm_Chain_Product_21","MJMUhzQwyf8N7oNgLTAq"
"REVIEW","CHECK - medium-confidence visual match","92.5 Sterling Silver Rose Gold Plating Crown Multi-Charm Necklace","Womens / chains","2400","/product/XdOReUv9RuvHsrLSffrd","ss/charm chains/Charm_Chain_Product_23","XdOReUv9RuvHsrLSffrd"
"REVIEW","CHECK - medium-confidence visual match","92.5 Sterling Silver Rose Gold Plating Crown Multi-Charm Necklace","Womens / chains","2800","/product/l5KAL7bfpsKrQCPlYNsn","ss/charm chains/Charm_Chain_Product_22","l5KAL7bfpsKrQCPlYNsn"
"REVIEW","CHECK - medium-confidence visual match","Classic Heavy Four-Sided Chevron 92.5 Pure Silver Statement Chain","Womens / chains","18800","/product/zKIX3lcU9CFM6k3FZqKN","ss/g chains/G_Chain_Product_16","zKIX3lcU9CFM6k3FZqKN"
"REVIEW","CHECK - medium-confidence visual match","92.5 Pure Silver  Flower Studs with Carved Pastel Blossom, CZ Halo, and Pearl Drops","Womens / earrings","4950","/product/IIYztznqkvzypqlx25t0","ss/earrings/Earring_067","IIYztznqkvzypqlx25t0"
"REVIEW","CHECK - medium-confidence visual match","92.5 Pure Silver Gold-Plated Lakshmi Chandelier Drops with Ruby Kemp and CZ Borders","Womens / earrings","10799.98","/product/WJXJ73rLvRSQK5SCqycU","ss/earrings/Earring_113","WJXJ73rLvRSQK5SCqycU"
"REVIEW","CHECK - medium-confidence visual match","92.5 Pure Silver Gold-Plated Round Flower Studs with Emerald Green and CZ Stones","Womens / earrings","6100","/product/9XWRdOxcPnEIhtCvFGFP","ss/earrings/Earring_084","9XWRdOxcPnEIhtCvFGFP"
"REVIEW","CHECK - medium-confidence visual match","92.5 Sterling Silver Dual-Tone Beaded Drop Earrings","Womens / earrings","5900","/product/Jfm9RRGQHgr4aWblHLH4","ss/earrings/Earring_048","Jfm9RRGQHgr4aWblHLH4"
"REVIEW","CHECK - medium-confidence visual match","Divine Peacock Motif Carved Nakshi Silver Jhumka Earrings","Womens / earrings","12650","/product/ZjrmLc3GQoHsGWtgi7Co","ss/earrings/Earring_101","ZjrmLc3GQoHsGWtgi7Co"
"REVIEW","CHECK - medium-confidence visual match","Gold Polish Twin Peacock Silver Earrings with Pearl Clusters","Womens / earrings","7100","/product/0CE04VRgLZOT9dSpf7CL","ss/earrings/Earring_114","0CE04VRgLZOT9dSpf7CL"
"REVIEW","CHECK - medium-confidence visual match","Silver Ombré Heart Studs","Womens / earrings","3750","/product/3G8IJi2SYosiraLmfabB","ss/earrings/Earring_014_92.5 Silver Ombre Heart Studs Pink","3G8IJi2SYosiraLmfabB"
"REVIEW","CHECK - medium-confidence visual match","Shimmering Marquise Leaf Branch 92.5 Pure Silver Ear Cuffs","Womens / kaans","3400","/product/Jg0HitZ2c2viZPzYDtbi","ss/kaan/Kaan_Product_11_S-Curve Shimmering Vine 92.5 Sterling Silver Gold-Plated Kaans","Jg0HitZ2c2viZPzYDtbi"
"REVIEW","CHECK - medium-confidence visual match","92.5 Pure Silver Gold Polish Dual Layer Kante Necklace with Grey Crystal Beads","Womens / kante","4550","/product/UVFS2bpglxxYHEsyZOyB","ss/kante/Kante_Product_03","UVFS2bpglxxYHEsyZOyB"
"REVIEW","CHECK - medium-confidence visual match","CZ Clover Silver neclace Set with Hanging Pearl Drops","Womens / Necklace","10500","/product/8GXI2xvwweUxKUN4DChc","rose gold and fancy necklaces/Necklace_042","8GXI2xvwweUxKUN4DChc"
"REVIEW","CHECK - medium-confidence visual match","CZ Clover Silver neclace Set with Hanging Pearl Drops","Womens / Necklace","14000","/product/RsltL9g012Zrq4vF6KVp","rose gold and fancy necklaces/Necklace_042","RsltL9g012Zrq4vF6KVp"
"REVIEW","CHECK - medium-confidence visual match","Divine Lakshmi Circular Motif CZ Silver Kante Necklace","Womens / Necklace","26500","/product/t0opBnC7hqELFnUKJFTj","temple necklaces/Necklace_039_ParrotsPaveLakshmiPendant","t0opBnC7hqELFnUKJFTj"
"REVIEW","CHECK - medium-confidence visual match","Elegant Gold-Polished Silver Twin-Strand Ruby Step Necklace","Womens / Necklace","18400","/product/JYfaA6T5RCtmhB5tRrzY","set2/Set_006_RubyTennisChainNecklace","JYfaA6T5RCtmhB5tRrzY"
"REVIEW","CHECK - medium-confidence visual match","Elegant Shell Flower Blossom Rose Gold Silver Choker Set","Womens / Necklace","10450","/product/8PsJUSliGbW9aMqF1KR9","rose gold and fancy necklaces/Necklace_016","8PsJUSliGbW9aMqF1KR9"
"REVIEW","CHECK - medium-confidence visual match","Elegant Single Line CZ Floral Cluster Chain Silver Gold-Polish necklace","Womens / Necklace","20400","/product/ZmTB09kQcPkYqHQywY74","ss/dia replica/Dia_Replica_Product_07","ZmTB09kQcPkYqHQywY74"
"REVIEW","CHECK - medium-confidence visual match","Elegant Single Line CZ Infinity Scroll Chain Silver Gold-Plated necklace","Womens / Necklace","13500","/product/rib5fQLTkWvogNYxs49Y","ss/dia replica/Dia_Replica_Product_01","rib5fQLTkWvogNYxs49Y"
"REVIEW","CHECK - medium-confidence visual match","Elegant Teardrop Halo CZ Rose Gold Polish Necklace Set","Womens / Necklace","7900","/product/suotL3qN0Ond52YygFIE","rose gold and fancy necklaces/Necklace_009","suotL3qN0Ond52YygFIE"
"REVIEW","CHECK - medium-confidence visual match","Gold-Polished Silver Grand Antique Nakshi Lakshmi Temple Necklace with Ruby Beads","Womens / Necklace","26800","/product/MZS2I1MB8I3l5Td4Mn0i","temple necklaces/Necklace_021","MZS2I1MB8I3l5Td4Mn0i"
"REVIEW","CHECK - medium-confidence visual match","Infinity Pearl Necklace Set in 92.5 Sterling Silver with Rose Gold Polish","Womens / Necklace","9900","/product/cASFGNfWZBsRxymgAleS","rose gold and fancy necklaces/Necklace_041","cASFGNfWZBsRxymgAleS"
"REVIEW","CHECK - medium-confidence visual match","Royal Antique Silver Gold Polish Kemp Studded Bud Motif Necklace","Womens / Necklace","8650","/product/O0170E5X1rYO4rvnmFEx","temple necklaces/Necklace_038","O0170E5X1rYO4rvnmFEx"
"REVIEW","CHECK - medium-confidence visual match","Gold Polish Twin Peacock Silver Earrings with Pearl Clusters","Womens / PENDENT","20500","/product/x0WTHanEQxUbRAcSy9OJ","ss/earrings/Earring_114","x0WTHanEQxUbRAcSy9OJ"
"REVIEW","CHECK - medium-confidence visual match","Majestic Diamond-Cut CZ Encrusted Mayur Motif Pendant with Emerald Drops","Womens / PENDENT","11700","/product/ZEDKhkvdIRxkvRuA9yCm","pendants/Pendant_046","ZEDKhkvdIRxkvRuA9yCm"
"REVIEW","CHECK - medium-confidence visual match","Solid Oxidized Silver Divine Lord Venkateswara Lakshmi Balaji Pendant","Womens / PENDENT","5200","/product/98PAkP50lNrT2mm9AKMh","pendants/Pendant_095","98PAkP50lNrT2mm9AKMh"
"REVIEW","CHECK - medium-confidence visual match","92.5 Pure Silver Grand Chandelier Pendant Set with Ruby Pink Kemp and Pearl Hangings","Womens / PENDENT SET","3099.99","/product/VDOxB4YwZAb6XB146tm4","pendants/Pendant_018","VDOxB4YwZAb6XB146tm4"
"REVIEW","CHECK - medium-confidence visual match","Geometric Brick Pavé Flat-Top Signet Ring in 92.5 Sterling Silver","Womens / Rings","3200","/product/mheWW5QoTmOMVp5psett","ladies rings/Ring_026","mheWW5QoTmOMVp5psett"
"REVIEW","CHECK - medium-confidence visual match","Mosaic Brilliance Tri-Color Baguette 925 Silver Cocktail Ring","Womens / Rings","3200","/product/AN9hpO4m2rcFWCVoJZbV","ladies rings/Ring_010_Rainbow Baguette 92.5 Pure Silver Multi-Layer Band Ring","AN9hpO4m2rcFWCVoJZbV"
"REVIEW","CHECK - medium-confidence visual match","Multi-Tone Rose Gold and Yellow Gold Polish 92.5 Sterling Silver Flower Cocktail Ring","Womens / Rings","7300","/product/ei68V0zBA0rh6eHgbP8H","ladies rings/Ring_015_Tri-Color Rose Gold and Yellow Gold Polish 92.5 Sterling Silver Abstract Clover Ring","ei68V0zBA0rh6eHgbP8H"
"REVIEW","CHECK - medium-confidence visual match","Royal Heritage Dual-Tone Etched Blossom 92.5 Pure Silver Button Ring","Womens / Rings","2350","/product/QYQKfKNpIxu7tYDNKRDg","ladies rings/Ring_042","QYQKfKNpIxu7tYDNKRDg"
"REVIEW","CHECK - medium-confidence visual match","Grand Imperial gold polish Peacock Nakshi Kasu Long haram for Bridal Layering","Womens / Temple Haram","68400","/product/7qKhdnqPCuLjUPYzTXYf","temple necklaces/Necklace_044_SwirlCoinRubyDots","7qKhdnqPCuLjUPYzTXYf"
"REVIEW","CHECK - medium-confidence visual match","Grand sliver gold polish Continuous Rosette Link Lakshmi Haram with Pearl & Emerald Beads","Womens / Temple Haram","34500","/product/TNdd22vwStKO3XwbUnt2","temple necklaces/Necklace_048","TNdd22vwStKO3XwbUnt2"
"REVIEW","CHECK - medium-confidence visual match","Royal Antique Silver Gold Polish Nakshi Lakshmi Temple Haram","Womens / Temple Haram","46300","/product/haMoyE7pWMAJjZsBfzFo","temple necklaces/Necklace_041","haMoyE7pWMAJjZsBfzFo"
"REVIEW","CHECK - medium-confidence visual match","Royal Antique Silver Gold Polish Nakshi Seated Lakshmi Haram with Ruby Wheel Accents","Womens / Temple Haram","60599.98","/product/7MnDj1phfy8RCaW2pe1S","temple necklaces/Necklace_049","7MnDj1phfy8RCaW2pe1S"
"REVIEW","CHECK - medium-confidence visual match","Divine Grace in 92.5 Pure Silver Temple Jewelry","Womens / temple necklace","22800","/product/FQsXfaIBQqNNnEPAKRSR","temple necklaces/Necklace_027_SimpleMangoDropNecklace","FQsXfaIBQqNNnEPAKRSR"
"REVIEW","CHECK - medium-confidence visual match","Floral CZ Medallion Silver Gold Polish Necklace","Womens / temple necklace","20800","/product/bG54gAkPJjkdTFIdEQEX","temple necklaces/Necklace_022","bG54gAkPJjkdTFIdEQEX"
"REVIEW","CHECK - medium-confidence visual match","Gold-Polished Silver Grand Antique Nakshi Peacock Necklace","Womens / temple necklace","17400","/product/F6ChA7RgrGEJ5cw5a4eZ","temple necklaces/Necklace_034","F6ChA7RgrGEJ5cw5a4eZ"
"REVIEW","CHECK - medium-confidence visual match","Heritage Gold-Polished Silver Peacock Pendant Choker in Ruby & Emerald","Womens / temple necklace","23800","/product/q84hGPsOcFp7OUuMZSMf","temple necklaces/Necklace_017_PaveePaisleyClusterLakshmi","q84hGPsOcFp7OUuMZSMf"
"REVIEW","CHECK - medium-confidence visual match","Majestic Regal CZ Silver necklace with Emerald Medallion","Womens / temple necklace","20500","/product/OTUlpxAyVdgZPphaShhW","set2/Set_002_PaisleyMedallionEmeraldPearlNecklace","OTUlpxAyVdgZPphaShhW"
"REVIEW","CHECK - medium-confidence visual match","Majestic Regal CZ Silver necklace with Emerald Medallion","Womens / temple necklace","55400","/product/rjT7oYCnI7UBHe4EndhM","ss/czs/CZ_Product_03","rjT7oYCnI7UBHe4EndhM"
"REVIEW","CHECK - medium-confidence visual match","Royal Antique Silver Gold Polish Peacock & CZ Floral Rosette Temple Necklace with Coral Drop","Womens / temple necklace","28900","/product/Bwe8D9g1CYGwTet5kZPE","temple necklaces/Necklace_023","Bwe8D9g1CYGwTet5kZPE"
"REVIEW","CHECK - medium-confidence visual match","Royal Antique Silver Gold Polish Seated Lakshmi Pendant Necklace with CZ Emerald Rosettes.","Womens / temple necklace","31200","/product/VJdg2WvPMv69ELTHwPyH","temple necklaces/Necklace_029","VJdg2WvPMv69ELTHwPyH"
"REVIEW","CHECK - medium-confidence visual match","Royal Goddess Lakshmi Medallion Antique Silver Bridal Necklace","Womens / temple necklace","61500","/product/Au8j7snxy8dWhJnAt85q","temple necklaces/Necklace_042_LakshmiDeityFaceMedallion","Au8j7snxy8dWhJnAt85q"
"REVIEW","CHECK - medium-confidence visual match","Royal Imperial Diamond-Cut CZ & Emerald Geometric Silver Choker Set","Womens / temple necklace","47900","/product/LLvqHfMcWgiORxEdUjBN","ss/czs/CZ_Product_02","LLvqHfMcWgiORxEdUjBN"
"REVIEW","CHECK - medium-confidence visual match","Royal Peacock Antique Necklace in 92.5 Sterling Silver with Gold Polish","Womens / temple necklace","16450","/product/KzLfSTvE4lg3Xfa9tkG9","temple necklaces/Necklace_011","KzLfSTvE4lg3Xfa9tkG9"
"REVIEW","CHECK - medium-confidence visual match","Silver Gold Polish Grand Peacock Emblem Temple Choker with Ghungroo Drops","Womens / temple necklace","26399.97","/product/fVstODuth5SzdQz7KX8O","temple necklaces/Necklace_051","fVstODuth5SzdQz7KX8O"
"REVIEW","CHECK - medium-confidence visual match","92.5 Sterling Silver Clover Jewelry Watch with Multi-Texture Inlay Strap","Womens / watches","22250","/product/QlSmxmccy9S2UlSWreWu","watches/Watch_004_92.5 Sterling Silver Clover Jewelry Watch with Green Malachite Style Inlay","QlSmxmccy9S2UlSWreWu"
"REVIEW","CHECK - medium-confidence visual match","Enchanted Pixie 92.5 Silver Luxury Jewelry Watch – Rose Gold Edition","Womens / watches","25000","/product/apSNgnCgtux1LAfjLKlU","watches/Watch_010_RoseGoldHexagonSapphireBirdDial","apSNgnCgtux1LAfjLKlU"
"REVIEW","CHECK - medium-confidence visual match","Enchanted Pixie 92.5 Silver Luxury Jewelry Watch – Rose Gold Edition","Womens / watches","29000","/product/fRlbdbpefCjJYn1yjPe6","watches/Watch_011_PeacockPaintedRoseGoldWatch","fRlbdbpefCjJYn1yjPe6"
"REVIEW","CHECK - medium-confidence visual match","Roxerina 92.5 Sterling Silver Full Iced Out Watch – Gold Plated Pave Link Design","Womens / watches","30000","/product/tClnH2ELSk0uwEtYyTwE","watches/Watch_009_RoseGoldFullyPavedWatch","tClnH2ELSk0uwEtYyTwE"
"ok","visual match, high confidence","92.5 Pure Silver Royal Lion Antique Gold Finish Stretch Bracelet","Mens / bands","3000","/product/x18sjdQj7HUuayYLGdhH","ss/g bracelet/G_Bracelet_Product_05_92.5 Pure Silver Royal Lion Antique Gold Finish Stretch Bracelet Cord Style","x18sjdQj7HUuayYLGdhH"
"ok","visual match, high confidence","92.5 Pure Silver Sparkling Heart Statement Bracelet with Magnetic Gold Clasp","Mens / bands","3000","/product/ilC7T440GTrsHLySCzQb","ss/l bracelets/L_Bracelet_Product_05","ilC7T440GTrsHLySCzQb"
"ok","visual match, high confidence","92.5 Sterling Silver Checkerboard Micro-Pave Men's Link Bracelet","Mens / bracelets","10900","/product/bbm7UYsnh8m5GVfCpFYU","ss/g bracelet/G_Bracelet_Product_20","bbm7UYsnh8m5GVfCpFYU"
"ok","visual match, high confidence","92.5 Sterling Silver Iced Out Micro-Pave Cuban Link Bracelet","Mens / bracelets","22100","/product/plKxxxeqlU2dQStNLlIU","ss/g bracelet/G_Bracelet_Product_19","plKxxxeqlU2dQStNLlIU"
"ok","visual match, high confidence","92.5 Sterling Silver Men's Geometric Pyramid Link Bracelet with Stone Accents","Mens / bracelets","14700","/product/ssDDKuIxXT7QsTKiaNpb","ss/l bracelets/L_Bracelet_Product_14_92.5 Sterling Silver Men's Geometric Pyramid Link Bracelet with Stone Accents","ssDDKuIxXT7QsTKiaNpb"
"ok","visual match, high confidence","Premium 92.5 Pure Silver Interlocking V-Link Bracelet - Sree Rastu Silvers","Mens / bracelets","45100","/product/mbv6eslLaV3eFIEqguQL","ss/g bracelet/G_Bracelet_Product_25","mbv6eslLaV3eFIEqguQL"
"ok","visual match, high confidence","Dual-Tone Textured Rice-Grain Weave 92.5 Sterling Silver Luxury Chain","Mens / chains","26800","/product/4dbdqWxXngDAJUSYVJ2j","ss/g chains/G_Chain_Product_06","4dbdqWxXngDAJUSYVJ2j"
"ok","visual match, high confidence","92.5 Sterling Silver Ring with Black Enamel Inlay","Mens / rings","2500","/product/ArBF1MUpuPI8xLMZiKJd","ladies rings/Ring_074","ArBF1MUpuPI8xLMZiKJd"
"ok","visual match, high confidence","92.5 Sterling Silver Textured Gold-Polish Multi-Band Ring","Mens / rings","4500","/product/2tfrqg49ESksOjK1JFdx","ss/gents rings/Gents_Ring_Product_05","2tfrqg49ESksOjK1JFdx"
"ok","visual match, high confidence","92.5 Sterling Silver Textured Gold-Polish Multi-Band Ring","Mens / rings","3600","/product/j85JN6HgOQO6gGFbnyvR","ss/gents rings/Gents_Ring_Product_05","j85JN6HgOQO6gGFbnyvR"
"ok","visual match, high confidence","Abstract Wave 92.5 Sterling Silver Ring with Black Enamel Inlay","Mens / rings","2250","/product/HDC9RfgmwJ8869h6WGyE","ss/gents rings/Gents_Ring_Product_07","HDC9RfgmwJ8869h6WGyE"
"ok","visual match, high confidence","Classic 92.5 Sterling Silver Men's Signet Ring with Brilliant Zirconia Grid","Mens / rings","3300","/product/2xEEE4plGoJ1HerLHAeV","ss/gents rings/Gents_Ring_Product_02","2xEEE4plGoJ1HerLHAeV"
"ok","visual match, high confidence","Classic 92.5 Sterling Silver Men's Signet Ring with Brilliant Zirconia Grid","Mens / rings","5500","/product/y66T4RKafSbg6OQKqxMp","ss/gents rings/Gents_Ring_Product_02","y66T4RKafSbg6OQKqxMp"
"ok","visual match, high confidence","Elegant 92.5 Sterling Silver Gold-Plated Textured Cluster Ring","Mens / rings","5300","/product/QVNkbpGV6n0nSqCjKpYB","ss/gents rings/Gents_Ring_Product_08","QVNkbpGV6n0nSqCjKpYB"
"ok","visual match, high confidence","Elegant Diamond-Frame Solitaire 92.5 Sterling Silver Gold-Plated Ring","Mens / rings","5800","/product/NgZ25OVmicMADcPNkt0x","ss/gents rings/Gents_Ring_Product_17","NgZ25OVmicMADcPNkt0x"
"ok","visual match, high confidence","Imperial 9-Stone Cluster 92.5 Sterling Silver Statement Ring","Mens / rings","3150","/product/0NQYRHbh4HMGQ2z9B5AA","ss/gents rings/Gents_Ring_Product_15","0NQYRHbh4HMGQ2z9B5AA"
"ok","visual match, high confidence","Majestic 9-Stone Cluster 92.5 Sterling Silver Lattice Ring","Mens / rings","2900","/product/rUZpXPFX1o7XbU78tSjl","ss/gents rings/Gents_Ring_Product_10","rUZpXPFX1o7XbU78tSjl"
"ok","visual match, high confidence","Royal Square Cluster 92.5 Sterling Silver Gold-Plated Ring","Mens / rings","5500","/product/4CcV2a9JLA0XpGlzNGk7","ss/gents rings/Gents_Ring_Product_09","4CcV2a9JLA0XpGlzNGk7"
"ok","visual match, high confidence","92.5 Pure Silver Antique-Inspired Filigree Bead Payal Anklets Pair","Womens / anklets","8300","/product/CWqIoVc4ivxDXYo4WflH","ss/anklets/Anklet_Product_09","CWqIoVc4ivxDXYo4WflH"
"ok","visual match, high confidence","92.5 Pure Silver Cobalt Blue Evil Eye Station Chain Charms – Pair with Adjustable Slider","Womens / anklets","9900","/product/FOuj1UjqYcoHR6fTkmI4","ss/anklets/Anklet_Product_10","FOuj1UjqYcoHR6fTkmI4"
"ok","visual match, high confidence","92.5 Pure Silver Delicate Chain Anklets with Faceted Accent Beads","Womens / anklets","12700","/product/1VmWsViQVZNo6CSFzPwK","ss/anklets/Anklet_Product_03","1VmWsViQVZNo6CSFzPwK"
"ok","visual match, high confidence","92.5 Pure Silver Delicate Chain Anklets with Faceted Accent Beads","Womens / anklets","6800","/product/uDkZ573MbEXIjzXN4sfR","ss/anklets/Anklet_Product_03","uDkZ573MbEXIjzXN4sfR"
"ok","visual match, high confidence","92.5 Pure Silver Sparkling Eye Charm Anklets with Dual-Tone Rose Gold Polish","Womens / anklets","7900","/product/5AFhm1l29MNQzVoQjYYH","ss/anklets/Anklet_Product_02","5AFhm1l29MNQzVoQjYYH"
"ok","visual match, high confidence","92.5 Pure Sterling Silver Geometric Clover Payal Pair with Elegant Rose Gold Polish","Womens / anklets","6499.93","/product/xUZyuslLRvO2fijko226","ss/anklets/Anklet_Product_15","xUZyuslLRvO2fijko226"
"ok","visual match, high confidence","92.5 Pure Sterling Silver Multi-Shape Station Payal Pair","Womens / anklets","15900","/product/4ZHMsiwMjbxFE14KPBFg","ss/anklets/Anklet_Product_23","4ZHMsiwMjbxFE14KPBFg"
"ok","visual match, high confidence","92.5 Pure Sterling Silver Shimmering CZ Bridal Payal Pair with Pink Accents","Womens / anklets","25600","/product/8wt09sWx17ZaTHveDLgW","ss/anklets/Anklet_Product_20","8wt09sWx17ZaTHveDLgW"
"ok","visual match, high confidence","92.5 Pure Sterling Silver Shimmering Infinity Payal Pair with Micro-Set Accents","Womens / anklets","11850","/product/O7h2ag4UYAUi00ieUU6k","ss/anklets/Anklet_Product_11","O7h2ag4UYAUi00ieUU6k"
"ok","visual match, high confidence","92.5 Pure Sterling Silver Solitaire Square Crystal Payal Pair with Heart Drops","Womens / anklets","13200","/product/6x8Zbj3Atrw8qCG0aV3y","ss/anklets/Anklet_Product_22","6x8Zbj3Atrw8qCG0aV3y"
"ok","visual match, high confidence","92.5 pure Sterling Silver Textured Rope-Style Payal with Minimalist Star Charms","Womens / anklets","29700","/product/YwxhLXlfUTScN98z1e3P","ss/anklets/Anklet_Product_06","YwxhLXlfUTScN98z1e3P"
"ok","visual match, high confidence","92.5 pure Sterling Silver Textured Rope-Style Payal with Minimalist Star Charms","Womens / anklets","10000","/product/sKdoluPcKHKITkhgYDkr","ss/anklets/Anklet_Product_06","sKdoluPcKHKITkhgYDkr"
"ok","visual match, high confidence","Luxurious Sterling Silver Snake-Chain Anklets with CZ Encircled Gemstone Stations","Womens / anklets","23400","/product/BN0DKWQauTsVhZPpM5er","ss/anklets/Anklet_Product_18","BN0DKWQauTsVhZPpM5er"
"ok","visual match, high confidence","Minimalist Sterling Silver Station Anklets featuring Textured Tubes & Paisley Drops","Womens / anklets","9400","/product/N75t6fgSXGE6nH7o3wWr","ss/anklets/Anklet_Product_19","N75t6fgSXGE6nH7o3wWr"
"ok","visual match, high confidence","Premium 92.5 Pure Silver Dainty Clover & Ball Chain Anklet","Womens / anklets","4650","/product/3Efsaju7YJCF0m7FPQ0B","ss/anklets/Anklet_Product_33","3Efsaju7YJCF0m7FPQ0B"
"ok","visual match, high confidence","Premium 92.5 Pure Silver Dainty Rose Gold Box Chain Charm Anklet Set","Womens / anklets","3300","/product/0FEOGIqJewTD6b0rO70V","ss/anklets/Anklet_Product_32","0FEOGIqJewTD6b0rO70V"
"ok","visual match, high confidence","Premium 92.5 Pure Silver Dainty Rose Gold Box Chain Teardrop Anklet Set","Womens / anklets","3500","/product/s3P79Aifbg2aetHkrAp4","ss/anklets/Anklet_Product_31","s3P79Aifbg2aetHkrAp4"
"ok","visual match, high confidence","Premium 92.5 Pure Silver Traditional Stone-Studded Bridal Anklets","Womens / anklets","3900","/product/0sLwDZ4rdAxw4XRQRxBM","ss/anklets/Anklet_Product_34","0sLwDZ4rdAxw4XRQRxBM"
"ok","visual match, high confidence","Royal Pavé CZ Silver Anklets with Rose Pink Teardrop Drops (92.5 Pure Silver)","Womens / anklets","28800","/product/7yyvYr9wlYrTw6A4dPCc","ss/anklets/Anklet_Product_08","7yyvYr9wlYrTw6A4dPCc"
"ok","visual match, high confidence","Shimmering Heart Cluster Rose Gold Silver Anklets (92.5 Pure Silver)","Womens / anklets","5200","/product/nDQMdOOvunUnPB9rVZgL","ss/anklets/Anklet_Product_21","nDQMdOOvunUnPB9rVZgL"
"ok","visual match, high confidence","Sterling Silver 92.5 Sparkling Green Charm Anklets – Pair","Womens / anklets","15500","/product/Rz5kpbGZ7ZOkH0W8I3WE","ss/anklets/Anklet_Product_01","Rz5kpbGZ7ZOkH0W8I3WE"
"ok","visual match, high confidence","Whimsical Multi-Strand Silver Anklet Pair with Heart and Butterfly Charms","Womens / anklets","17300","/product/HvqWbQ6tHQcB8DJfIslj","ss/anklets/Anklet_Product_12","HvqWbQ6tHQcB8DJfIslj"
"ok","visual match, high confidence","92.5 Pure Silver Grey Belt Band Bracelet for Men | Rose Gold CZ Designer Bracelet","Womens / bands","2800","/product/yyRymzT2yerhJ8mkMl4N","ss/l bracelets/L_Bracelet_Product_06","yyRymzT2yerhJ8mkMl4N"
"ok","visual match, high confidence","92.5 Pure Silver Olive Green Belt Band Bracelet for Men | Rose Gold CZ Designer Bracelet","Womens / bands","2800","/product/XJ6c2QEHHf6hMRZSszjU","ss/l bracelets/L_Bracelet_Product_07","XJ6c2QEHHf6hMRZSszjU"
"ok","visual match, high confidence","92.5 Pure Silver Gold Polish Antique Lakshmi Kada bangles | Traditional Temple Design with Ruby Stones","Womens / BANGLES","29700","/product/MHNo749y7SaqRiopH87h","ss/bangles/Bangle_Product_15","MHNo749y7SaqRiopH87h"
"ok","visual match, high confidence","92.5 Pure Sterling Silver Gold Polish Bangles with Sparkling American Diamonds","Womens / BANGLES","15800","/product/cCdB6eXUoYZjROCimUzy","ss/bangles/Bangle_Product_18","cCdB6eXUoYZjROCimUzy"
"ok","visual match, high confidence","Detailed 92.5 Sterling Silver Rose Gold Polish CZ Filigree Bangles","Womens / BANGLES","17400","/product/4uEYvRiot5YWytOnjzKo","ss/bangles/Bangle_Product_10","4uEYvRiot5YWytOnjzKo"
"ok","visual match, high confidence","Detailed 92.5 Sterling Silver Rose Gold Polish CZ Filigree Bangles","Womens / BANGLES","34200","/product/DRDKbOWNSCV4AjtPWi0P","ss/bangles/Bangle_Product_10","DRDKbOWNSCV4AjtPWi0P"
"ok","visual match, high confidence","Detailed 92.5 Sterling Silver Rose Gold Polish CZ Filigree Bangles","Womens / BANGLES","34200","/product/RLV9QZDamc1xKHkbPIox","ss/bangles/Bangle_Product_10","RLV9QZDamc1xKHkbPIox"
"ok","visual match, high confidence","Grand Layered Pearl Mala with Antique Gold-Plated Silver Spacer Beads","Womens / beads mala","34499.98","/product/icevyox1GaqLzg8sBduV","ss/beads mala/Beads_Mala_Product_04_Grand Layered Pearl Mala with Antique Gold-Plated Silver Spacer Beads Variant","icevyox1GaqLzg8sBduV"
"ok","visual match, high confidence","92.5 Pure Silver Black Beads Mangalsutra Chain with CZ Diamond Pendant for Women","Womens / black beads","3600","/product/1qGkTTHhlZtpBolAZg9U","mangalsutra/Mangalsutra_040_BlackBeadedNecklace","1qGkTTHhlZtpBolAZg9U"
"ok","visual match, high confidence","92.5 Pure Silver Black Beads Mangalsutra Necklace for Women | Crescent Moon CZ Designer Daily Wear Mangalsutra","Womens / black beads","6500","/product/nkLosPWX0VS6lqZJ9TGt","mangalsutra/Mangalsutra_056_SilverPaveBarMangalsutra","nkLosPWX0VS6lqZJ9TGt"
"ok","visual match, high confidence","92.5 Pure Silver Black Beads Mangalsutra Necklace for Women | Ruby Drop Gold Finish Designer Mangalsutra","Womens / black beads","5000","/product/IzyFSTXhz8gCopP8YpZQ","mangalsutra/Mangalsutra_060","IzyFSTXhz8gCopP8YpZQ"
"ok","visual match, high confidence","92.5 Pure Silver Black Beads Mangalsutra Set with Floral Enamel Pendant & Matching Earrings | Gold Polish","Womens / black beads","15300","/product/GOJZ0efviRa8OQrZPAco","mangalsutra/Mangalsutra_066","GOJZ0efviRa8OQrZPAco"
